index,fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
11108,titles04/index.html.3967,tt0090685,"Mach's nochmal, Dad (1986)",mach s nochmal dad,http://www.imdb.com/title/tt0090685/,6.5,18257.0,5760.0,1986.0,video.movie,1,1,20,207,75,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13761,titles04/index.html.8220,tt0361243,Star Wars: Clone Wars (TV Series 2003–2005),star wars clone wars tv series,http://www.imdb.com/title/tt0361243/,7.6,13017.0,900.0,2003.0,video.tv,1,2,6,179,52,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7667,titles04/index.html.11331,tt1135985,Spritztour (2008),spritztour,http://www.imdb.com/title/tt1135985/,6.6,61933.0,6540.0,2008.0,video.movie,0,0,29,396,100,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2144,titles03/index.html.1425,tt0072926,Im Auftrag des Drachen (1975),im auftrag des drachen,http://www.imdb.com/title/tt0072926/,6.3,9861.0,7380.0,1975.0,video.movie,0,0,28,22,74,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3413,titles03/index.html.3085,tt0206226,Psycho Beach Party (2000),psycho beach party,http://www.imdb.com/title/tt0206226/,6.3,4162.0,5700.0,2000.0,video.movie,3,1,5,23,91,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8091,titles04/index.html.12023,tt1392170,Die Tribute von Panem - The Hunger Games (2012),die tribute von panem the hunger games,http://www.imdb.com/title/tt1392170/,7.3,506722.0,8520.0,2012.0,video.movie,30,36,103,15989,1803,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
780,titles02/index.html.2571,tt0120667,Fantastic Four (2005),fantastic four,http://www.imdb.com/title/tt0120667/,5.7,200826.0,6360.0,2005.0,video.movie,0,0,79,2932,992,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,titles02/index.html.285,tt0116683,James und der Riesenpfirsich (1996),james und der riesenpfirsich,http://www.imdb.com/title/tt0116683/,6.8,38311.0,4740.0,1996.0,video.movie,3,3,49,184,70,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13301,titles04/index.html.7443,tt0281322,Undisputed - Sieg ohne Ruhm (2002),undisputed sieg ohne ruhm,http://www.imdb.com/title/tt0281322/,6.1,16837.0,5640.0,2002.0,video.movie,0,0,19,58,88,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,titles02/index.html.1279,tt0053976,Die Jungfrauenquelle (1960),die jungfrauenquelle,http://www.imdb.com/title/tt0053976/,8.1,14749.0,5340.0,1960.0,video.movie,4,2,26,15,72,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6929,titles04/index.html.10029,tt0694810,Saturday Night Live Britney Spears (TV Episode 2002),saturday night live britney spears tv episode,http://www.imdb.com/title/tt0694810/,5.7,41.0,5400.0,2002.0,video.episode,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5362,titles03/index.html.5456,tt1219024,Castle (TV Series 2009– ),castle tv series,http://www.imdb.com/title/tt1219024/,8.4,81584.0,2580.0,2009.0,video.tv,14,7,951,3402,107,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7574,titles04/index.html.11177,tt1087842,Eden Log (2007),eden log,http://www.imdb.com/title/tt1087842/,5.3,5018.0,5880.0,2007.0,video.movie,0,0,3,60,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7884,titles04/index.html.11704,tt1262416,Scream 4 (2011),scream,http://www.imdb.com/title/tt1262416/,6.2,85241.0,6660.0,2011.0,video.movie,1,3,83,4138,510,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6799,titles03/index.html.840,tt0052080,Asche und Diamant (1958),asche und diamant,http://www.imdb.com/title/tt0052080/,7.9,5424.0,6180.0,1958.0,video.movie,1,0,9,34,34,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14112,titles04/index.html.8844,tt0411705,9 Songs (2004),songs,http://www.imdb.com/title/tt0411705/,4.9,15023.0,4260.0,2004.0,video.movie,1,2,14,19,207,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13338,titles04/index.html.7496,tt0285358,The Ellen Show (TV Series 2001–2002),the ellen show tv series,http://www.imdb.com/title/tt0285358/,6.1,866.0,1800.0,2001.0,video.tv,0,0,0,0,15,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5929,titles03/index.html.6103,tt1772925,Jiro Dreams of Sushi (2011),jiro dreams of sushi,http://www.imdb.com/title/tt1772925/,7.9,14817.0,4860.0,2011.0,video.movie,0,0,11,143,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,titles01/tt1504320,tt1504320,The King's Speech (2010),the king s speech,http://www.imdb.com/title/tt1504320/,8.1,325645.0,7080.0,2010.0,video.movie,86,104,27,5060,592,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10857,titles04/index.html.3529,tt0083675,Der Bomber (1982),der bomber,http://www.imdb.com/title/tt0083675/,6.2,1782.0,6060.0,1982.0,video.movie,0,0,2,0,6,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6591,titles03/index.html.680,tt0046963,Die Intriganten (1954),die intriganten,http://www.imdb.com/title/tt0046963/,7.4,2120.0,6240.0,1954.0,video.movie,3,5,2,16,51,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8170,titles04/index.html.12155,tt1441096,Aus Versehen glücklich (TV Series 2009–2010),aus versehen gl cklich tv series,http://www.imdb.com/title/tt1441096/,6.3,5393.0,1800.0,2009.0,video.tv,0,0,47,272,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11748,titles04/index.html.4996,tt0107563,Meteor Man (1993),meteor man,http://www.imdb.com/title/tt0107563/,4.9,4352.0,6000.0,1993.0,video.movie,0,0,9,5,23,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,titles03/index.html.3033,tt0185609,Playboy: The Story of X (Video 1998),playboy the story of x video,http://www.imdb.com/title/tt0185609/,6.3,101.0,4920.0,1998.0,video.movie,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,titles02/index.html.4299,tt0451094,Lady Vengeance (2005),lady vengeance,http://www.imdb.com/title/tt0451094/,7.7,41426.0,6720.0,2005.0,video.movie,11,10,13,306,126,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10667,titles04/index.html.3228,tt0078444,Eine entheiratete Frau (1978),eine entheiratete frau,http://www.imdb.com/title/tt0078444/,7.1,2528.0,7440.0,1978.0,video.movie,11,9,5,100,45,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3522,titles03/index.html.3221,tt0244661,Monkey Island 2: LeChuck's Revenge (Video Game 1991),monkey island lechuck s revenge video game,http://www.imdb.com/title/tt0244661/,8.5,1263.0,,1991.0,game,0,0,0,0,13,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8200,titles04/index.html.12203,tt1457564,The Tonight Show with Conan O'Brien Episode #1.14 (TV Episode 2009),the tonight show with conan o brien episode tv episode,http://www.imdb.com/title/tt1457564/,8.8,9.0,3720.0,2009.0,video.episode,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14042,titles04/index.html.8699,tt0397306,American Dad (TV Series 2005– ),american dad tv series,http://www.imdb.com/title/tt0397306/,7.7,52551.0,1320.0,2005.0,video.tv,1,15,85,40,95,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3017,titles03/index.html.2575,tt0116493,"Harriet, die kleine Detektivin (1996)",harriet die kleine detektivin,http://www.imdb.com/title/tt0116493/,5.9,6630.0,6000.0,1996.0,video.movie,3,2,15,25,36,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,titles03/index.html.1111,tt0061065,Tanin no kao (1966),tanin no kao,http://www.imdb.com/title/tt0061065/,7.9,3088.0,7440.0,1966.0,video.movie,2,0,5,0,20,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
975,titles02/index.html.318,tt0067328,Die letzte Vorstellung (1971),die letzte vorstellung,http://www.imdb.com/title/tt0067328/,8.1,26091.0,7080.0,1971.0,video.movie,18,16,26,366,156,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,titles02/index.html.3775,tt2209811,The Nostalgia Chick What Women Want (TV Episode 2012),the nostalgia chick what women want tv episode,http://www.imdb.com/title/tt2209811/,5.8,5.0,900.0,2012.0,video.episode,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9327,titles04/index.html.14117,tt2543688,American Dad Adventures in Hayleysitting (TV Episode 2012),american dad adventures in hayleysitting tv episode,http://www.imdb.com/title/tt2543688/,7.4,139.0,1320.0,2012.0,video.episode,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,titles03/index.html.1018,tt0058003,Die rote Wüste (1964),die rote w ste,http://www.imdb.com/title/tt0058003/,7.7,6581.0,7020.0,1964.0,video.movie,5,2,23,87,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,titles02/index.html.67,tt0089092,Enemy Mine - Geliebter Feind (1985),enemy mine geliebter feind,http://www.imdb.com/title/tt0089092/,6.9,27645.0,6480.0,1985.0,video.movie,2,6,23,42,111,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12619,titles04/index.html.640,tt0034378,Weekend for Three (1941),weekend for three,http://www.imdb.com/title/tt0034378/,6.1,92.0,3900.0,1941.0,video.movie,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,titles03/index.html.2643,tt0118842,Chasing Amy (1997),chasing amy,http://www.imdb.com/title/tt0118842/,7.4,97329.0,6780.0,1997.0,video.movie,8,6,22,401,493,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3896,titles03/index.html.3706,tt0346314,Ghost in the Shell - Stand Alone Complex (TV Series 2002–2005),ghost in the shell stand alone complex tv series,http://www.imdb.com/title/tt0346314/,8.5,7413.0,1500.0,2002.0,video.tv,0,0,32,11,31,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,titles03/index.html.4221,tt0441048,Dhoom:2 (2006),dhoom,http://www.imdb.com/title/tt0441048/,6.1,9930.0,9120.0,2006.0,video.movie,3,14,4,24,142,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8147,titles04/index.html.12114,tt1428459,We Are Family (2010),we are family,http://www.imdb.com/title/tt1428459/,5.5,1547.0,6900.0,2010.0,video.movie,1,1,4,229,15,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9616,titles04/index.html.1551,tt0050915,Hölle der tausend Martern (1957),h lle der tausend martern,http://www.imdb.com/title/tt0050915/,6.8,1058.0,5160.0,1957.0,video.movie,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2700,titles03/index.html.2162,tt0100152,Mindwarp (1992),mindwarp,http://www.imdb.com/title/tt0100152/,5.2,1117.0,5460.0,1992.0,video.movie,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
8003,titles04/index.html.11884,tt1326075,Rita rockt The Crying Game (TV Episode 2008),rita rockt the crying game tv episode,http://www.imdb.com/title/tt1326075/,8.4,21.0,,2008.0,video.episode,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4997,titles03/index.html.5012,tt0901487,Joheunnom nabbeunnom isanghannom (2008),joheunnom nabbeunnom isanghannom,http://www.imdb.com/title/tt0901487/,7.4,20535.0,8160.0,2008.0,video.movie,9,23,7,5,68,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11773,titles04/index.html.5038,tt0108171,Sniper - Der Scharfschütze (1993),sniper der scharfsch tze,http://www.imdb.com/title/tt0108171/,6.1,17249.0,5880.0,1993.0,video.movie,0,0,19,22,48,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1921,titles03/index.html.1108,tt0060872,Le père Noël a les yeux bleus (1967),le p re no l a les yeux bleus,http://www.imdb.com/title/tt0060872/,7.2,174.0,3000.0,1967.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5611,titles03/index.html.5756,tt1478964,Attack the Block (2011),attack the block,http://www.imdb.com/title/tt1478964/,6.6,66580.0,5280.0,2011.0,video.movie,17,21,38,1956,265,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9252,titles04/index.html.14004,tt2384647,The Amazing Race It's a Great Place to Become Millionaires (TV Episode 2012),the amazing race it s a great place to become millionaires tv episode,http://www.imdb.com/title/tt2384647/,7.5,21.0,3600.0,2012.0,video.episode,0,0,15,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13052,titles04/index.html.7054,tt0247081,Boston Public (TV Series 2000–2004),boston public tv series,http://www.imdb.com/title/tt0247081/,7.2,3975.0,3600.0,2000.0,video.tv,8,22,0,0,87,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6576,titles03/index.html.6785,tt3169688,South Park World War Zimmerman (TV Episode 2013),south park world war zimmerman tv episode,http://www.imdb.com/title/tt3169688/,7.7,702.0,1320.0,2013.0,video.episode,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4894,titles03/index.html.4891,tt0819785,Xin zhong you gui (2007),xin zhong you gui,http://www.imdb.com/title/tt0819785/,5.8,253.0,5460.0,2007.0,video.movie,1,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10525,titles04/index.html.3017,tt0074605,Harlan County U.S.A. (1976),harlan county u s a,http://www.imdb.com/title/tt0074605/,8.3,3042.0,6180.0,1976.0,video.movie,3,0,4,10,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12951,titles04/index.html.6870,tt0222355,Shark Attack 2 (Video 2000),shark attack video,http://www.imdb.com/title/tt0222355/,2.9,1667.0,5880.0,2000.0,video.movie,0,0,8,3,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13596,titles04/index.html.792,tt0037635,Traum ohne Ende (1945),traum ohne ende,http://www.imdb.com/title/tt0037635/,7.7,6227.0,5700.0,1945.0,video.movie,1,1,14,212,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3073,titles03/index.html.2654,tt0119038,Dinner für Spinner (1998),dinner f r spinner,http://www.imdb.com/title/tt0119038/,7.7,23638.0,4800.0,1998.0,video.movie,5,4,21,92,106,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8256,titles04/index.html.1230,tt0045591,Schwere Colts in zarter Hand (1953),schwere colts in zarter hand,http://www.imdb.com/title/tt0045591/,7.3,4923.0,6060.0,1953.0,video.movie,0,2,26,20,68,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1866,titles03/index.html.1033,tt0058567,Blutige Seide (1964),blutige seide,http://www.imdb.com/title/tt0058567/,7.4,3563.0,5280.0,1964.0,video.movie,0,0,12,33,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
10209,titles04/index.html.2537,tt0066471,Himmelfahrtskommando Okinawa (1970),himmelfahrtskommando okinawa,http://www.imdb.com/title/tt0066471/,6.8,2247.0,8700.0,1970.0,video.movie,0,0,16,5,37,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8039,titles04/index.html.11941,tt1345908,The Love Box (Video 2008),the love box video,http://www.imdb.com/title/tt1345908/,6.5,12.0,5400.0,2008.0,video.movie,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11967,titles04/index.html.532,tt0031507,Jesse James - Mann ohne Gesetz (1939),jesse james mann ohne gesetz,http://www.imdb.com/title/tt0031507/,7.1,2507.0,6360.0,1939.0,video.movie,0,0,9,13,42,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,titles02/index.html.5202,tt0397892,Bolt: Ein Hund für alle Fälle (2008),bolt ein hund f r alle f lle,http://www.imdb.com/title/tt0397892/,7.0,108289.0,5760.0,2008.0,video.movie,1,21,51,531,165,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9179,titles04/index.html.1388,tt0048280,Susi und Strolch (1955),susi und strolch,http://www.imdb.com/title/tt0048280/,7.4,51515.0,4560.0,1955.0,video.movie,1,1,55,247,87,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11760,titles04/index.html.5013,tt0107840,Poetic Justice (1993),poetic justice,http://www.imdb.com/title/tt0107840/,5.7,6679.0,6540.0,1993.0,video.movie,4,4,7,92,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2253,titles03/index.html.157,tt0024475,Männer um eine Frau (1933),m nner um eine frau,http://www.imdb.com/title/tt0024475/,6.5,399.0,6120.0,1933.0,video.movie,0,0,0,0,19,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2783,titles03/index.html.2279,tt0104940,Die Muppets Weihnachtsgeschichte (1992),die muppets weihnachtsgeschichte,http://www.imdb.com/title/tt0104940/,7.7,26423.0,5100.0,1992.0,video.movie,1,0,30,134,137,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,titles03/index.html.5103,tt0978759,Frozen River - Auf dünnem Eis (2008),frozen river auf d nnem eis,http://www.imdb.com/title/tt0978759/,7.2,19180.0,5820.0,2008.0,video.movie,33,15,19,651,88,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8772,titles04/index.html.13147,tt1837709,Winter's Tale (2014),winter s tale,http://www.imdb.com/title/tt1837709/,6.2,16532.0,7080.0,2014.0,video.movie,0,0,32,277,76,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4174,titles03/index.html.4053,tt0406977,Masti (2004),masti,http://www.imdb.com/title/tt0406977/,6.1,2779.0,9960.0,2004.0,video.movie,2,2,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10794,titles04/index.html.3422,tt0082085,Blow out - Der Tod löscht alle Spuren (1981),blow out der tod l scht alle spuren,http://www.imdb.com/title/tt0082085/,7.3,20964.0,6420.0,1981.0,video.movie,1,1,5,0,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8220,titles04/index.html.12241,tt1474311,Prep & Landing (TV Short 2009),prep landing tv short,http://www.imdb.com/title/tt1474311/,7.8,1342.0,1320.0,2009.0,video.tv,4,8,17,2,10,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13863,titles04/index.html.8388,tt0371823,"Micky, Donald, Goofy - Die drei Musketiere (Video 2004)",micky donald goofy die drei musketiere video,http://www.imdb.com/title/tt0371823/,6.4,2926.0,4080.0,2004.0,video.movie,1,5,20,2,20,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12055,titles04/index.html.5459,tt0114887,Dem Himmel so nah (1995),dem himmel so nah,http://www.imdb.com/title/tt0114887/,6.6,20386.0,6120.0,1995.0,video.movie,0,3,49,10,98,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2216,titles03/index.html.1524,tt0077578,Eine ganz krumme Tour (1978),eine ganz krumme tour,http://www.imdb.com/title/tt0077578/,6.8,8535.0,6960.0,1978.0,video.movie,0,8,8,66,78,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1195,titles02/index.html.3899,tt0106856,Falling Down - Ein ganz normaler Tag (1993),falling down ein ganz normaler tag,http://www.imdb.com/title/tt0106856/,7.6,111160.0,6780.0,1993.0,video.movie,1,2,28,288,356,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3731,titles03/index.html.3480,tt0297858,The Directors The Films of Spike Lee (TV Episode 2000),the directors the films of spike lee tv episode,http://www.imdb.com/title/tt0297858/,7.4,22.0,3600.0,2000.0,video.episode,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9148,titles04/index.html.1382,tt0048198,Bilanz eines Lebens (1955),bilanz eines lebens,http://www.imdb.com/title/tt0048198/,7.4,2186.0,6180.0,1955.0,video.movie,0,0,11,36,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7294,titles04/index.html.10667,tt0891592,Street Fighter: The Legend of Chun-Li (2009),street fighter the legend of chun li,http://www.imdb.com/title/tt0891592/,3.7,17652.0,5760.0,2009.0,video.movie,0,0,18,195,176,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7037,titles04/index.html.10224,tt0776016,Mystery Science Theater 3000 Cosmic Princess (TV Episode 1989),mystery science theater cosmic princess tv episode,http://www.imdb.com/title/tt0776016/,7.1,58.0,5820.0,1989.0,video.episode,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
229,titles01/tt1201607,tt1201607,Harry Potter und die Heiligtümer des Todes - Teil 2 (2011),harry potter und die heiligt mer des todes teil,http://www.imdb.com/title/tt1201607/,8.1,346862.0,7800.0,2011.0,video.movie,33,49,217,2708,754,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5111,titles03/index.html.515,tt0041503,Impact (1949),impact,http://www.imdb.com/title/tt0041503/,7.1,1465.0,6660.0,1949.0,video.movie,0,0,13,0,49,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13271,titles04/index.html.7396,tt0278191,Fear Factor (TV Series 2001– ),fear factor tv series,http://www.imdb.com/title/tt0278191/,5.6,3863.0,3600.0,2001.0,video.tv,4,13,13,627,44,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8775,titles04/index.html.13155,tt1839654,The Magic of Belle Isle - Ein verzauberter Sommer (2012),the magic of belle isle ein verzauberter sommer,http://www.imdb.com/title/tt1839654/,7.0,9028.0,6540.0,2012.0,video.movie,0,0,32,130,39,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,titles02/index.html.4914,tt0406816,Jede Sekunde zählt - The Guardian (2006),jede sekunde z hlt the guardian,http://www.imdb.com/title/tt0406816/,6.8,63093.0,8340.0,2006.0,video.movie,1,4,33,77,273,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12605,titles04/index.html.6382,tt0164993,Alice im Wunderland (TV Movie 1999),alice im wunderland tv movie,http://www.imdb.com/title/tt0164993/,6.2,5536.0,9000.0,1999.0,video.movie,2,6,34,72,82,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12447,titles04/index.html.6138,tt0134928,Rasen (1998),rasen,http://www.imdb.com/title/tt0134928/,5.4,1643.0,5820.0,1998.0,video.movie,0,0,2,3,37,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,titles03/index.html.123,tt0022286,The Public Enemy (1931),the public enemy,http://www.imdb.com/title/tt0022286/,7.8,10477.0,4980.0,1931.0,video.movie,1,0,31,98,97,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
